year,indexby_year,slaughter,type,slaughter_date,is_yoy_change
2019,27,-117325,Cow,2019-07-08,True
2019,28,-118522,Cow,2019-07-15,True
2019,29,-115150,Cow,2019-07-22,True
2019,30,-117236,Cow,2019-07-29,True
2019,31,-114579,Cow,2019-08-05,True
2019,32,-121262,Cow,2019-08-12,True
2019,33,-120927,Cow,2019-08-19,True
2019,34,-121244,Cow,2019-08-26,True
2019,35,-110348,Cow,2019-09-02,True
2019,36,-126172,Cow,2019-09-09,True
2019,37,-128112,Cow,2019-09-16,True
2019,38,-123482,Cow,2019-09-23,True
2019,39,-129615,Cow,2019-09-30,True
2019,40,-128147,Cow,2019-10-07,True
2019,41,-132011,Cow,2019-10-14,True
2019,42,-132011,Cow,2019-10-21,True
2019,43,-134457,Cow,2019-10-28,True
2019,44,-135609,Cow,2019-11-04,True
2019,45,-133305,Cow,2019-11-11,True
2019,46,-135649,Cow,2019-11-18,True
2019,47,-107216,Cow,2019-11-25,True
2019,48,-136296,Cow,2019-12-02,True
2019,49,-136669,Cow,2019-12-09,True
2019,50,-132079,Cow,2019-12-16,True
2019,51,-98200,Cow,2019-12-23,True
2019,52,-113332,Cow,2019-12-30,True
2020,1,-138556,Cow,2020-01-06,True
2020,2,-133667,Cow,2020-01-13,True
2020,3,-133532,Cow,2020-01-20,True
2020,4,-130879,Cow,2020-01-27,True
2020,5,-130830,Cow,2020-02-03,True
2020,6,-123427,Cow,2020-02-10,True
2020,7,-128597,Cow,2020-02-17,True
2020,8,-123909,Cow,2020-02-24,True
2020,9,-126012,Cow,2020-03-02,True
2020,10,-128617,Cow,2020-03-09,True
2020,11,-130664,Cow,2020-03-16,True
2020,12,-127918,Cow,2020-03-23,True
2020,13,-120165,Cow,2020-03-30,True
2020,14,-114222,Cow,2020-04-06,True
2020,15,-116157,Cow,2020-04-13,True
2020,16,-112201,Cow,2020-04-20,True
2020,17,-111521,Cow,2020-04-27,True
2020,18,-113910,Cow,2020-05-04,True
2020,19,-116895,Cow,2020-05-11,True
2020,20,-117584,Cow,2020-05-18,True
2020,21,-103224,Cow,2020-05-25,True
2020,22,-119726,Cow,2020-06-01,True
2020,23,-120105,Cow,2020-06-08,True
2020,24,-121643,Cow,2020-06-15,True
2020,25,-120884,Cow,2020-06-22,True
2020,26,-106665,Cow,2020-06-29,True
2020,27,-113593,Cow,2020-07-06,True
2020,28,-114549,Cow,2020-07-13,True
2020,29,-110951,Cow,2020-07-20,True
2020,30,-110085,Cow,2020-07-27,True
2020,31,-110769,Cow,2020-08-03,True
2020,32,-113003,Cow,2020-08-10,True
2020,33,-115185,Cow,2020-08-17,True
2020,34,-114460,Cow,2020-08-24,True
2020,35,-114866,Cow,2020-08-31,True
2020,36,-106805,Cow,2020-09-07,True
2020,37,-123607,Cow,2020-09-14,True
2020,38,-122818,Cow,2020-09-21,True
2020,39,-126765,Cow,2020-09-28,True
2020,40,-123024,Cow,2020-10-05,True
2020,41,-125735,Cow,2020-10-12,True
2020,42,-127278,Cow,2020-10-19,True
2020,43,-129301,Cow,2020-10-26,True
2020,44,-130656,Cow,2020-11-02,True
2020,45,-105611,Cow,2020-11-09,True
2020,46,-132793,Cow,2020-11-16,True
2020,47,-105611,Cow,2020-11-23,True
2020,48,-138224,Cow,2020-11-30,True
2020,49,-132498,Cow,2020-12-07,True
2020,50,-130170,Cow,2020-12-14,True
2020,51,-88590,Cow,2020-12-21,True
2020,52,-108613,Cow,2020-12-28,True
2021,1,-137226,Cow,2021-01-04,True
2021,2,-133798,Cow,2021-01-11,True
2021,3,-137767,Cow,2021-01-18,True
2021,4,-135745,Cow,2021-01-25,True
2021,5,-134763,Cow,2021-02-01,True
2021,6,-129498,Cow,2021-02-08,True
2021,7,-106169,Cow,2021-02-15,True
2021,8,-134930,Cow,2021-02-22,True
2021,9,-138451,Cow,2021-03-01,True
2021,10,-136182,Cow,2021-03-08,True
2021,11,-123167,Cow,2021-03-15,True
2021,12,-131531,Cow,2021-03-22,True
2021,13,-115683,Cow,2021-03-29,True
2021,14,-124155,Cow,2021-04-05,True
2021,15,-128279,Cow,2021-04-12,True
2021,16,-130979,Cow,2021-04-19,True
2021,17,-128151,Cow,2021-04-26,True
2021,18,-126308,Cow,2021-05-03,True
2021,19,-125744,Cow,2021-05-10,True
2021,20,-122949,Cow,2021-05-17,True
2021,21,-124266,Cow,2021-05-24,True
2021,22,-105968,Cow,2021-05-31,True
2021,23,-124508,Cow,2021-06-07,True
2021,24,-128226,Cow,2021-06-14,True
2021,25,-129096,Cow,2021-06-21,True
2021,26,-118995,Cow,2021-06-28,True
2021,27,-116784,Cow,2021-07-05,True
2021,28,-123251,Cow,2021-07-12,True
2021,29,-128363,Cow,2021-07-19,True
2021,30,-125995,Cow,2021-07-26,True
2021,31,-126360,Cow,2021-08-02,True
2021,32,-129786,Cow,2021-08-09,True
2021,33,-129529,Cow,2021-08-16,True
2021,34,-131411,Cow,2021-08-23,True
2021,35,-126104,Cow,2021-08-30,True
2021,36,-115533,Cow,2021-09-06,True
2021,37,-127734,Cow,2021-09-13,True
2021,38,-129475,Cow,2021-09-20,True
2021,39,-130260,Cow,2021-09-27,True
2021,40,-131662,Cow,2021-10-04,True
2021,41,-130803,Cow,2021-10-11,True
2021,42,-137196,Cow,2021-10-18,True
2021,43,-137325,Cow,2021-10-25,True
2021,44,-136252,Cow,2021-11-01,True
2021,45,-137445,Cow,2021-11-08,True
2021,46,-138754,Cow,2021-11-15,True
2021,47,-112610,Cow,2021-11-22,True
2021,48,-142849,Cow,2021-11-29,True
2021,49,-142055,Cow,2021-12-06,True
2021,50,-141462,Cow,2021-12-13,True
2021,51,-104068,Cow,2021-12-20,True
2021,52,-111020,Cow,2021-12-27,True
2022,1,-134975,Cow,2022-01-03,True
2022,2,-134975,Cow,2022-01-10,True
2022,3,-137537,Cow,2022-01-17,True
2022,4,-137018,Cow,2022-01-24,True
2022,5,-138980,Cow,2022-01-31,True
2022,6,-145953,Cow,2022-02-07,True
2022,7,-144968,Cow,2022-02-14,True
2022,8,-137189,Cow,2022-02-21,True
2022,9,-140853,Cow,2022-02-28,True
2022,10,-140174,Cow,2022-03-07,True
2022,11,-138567,Cow,2022-03-14,True
2022,12,-140810,Cow,2022-03-21,True
2022,13,-135084,Cow,2022-03-28,True
2022,14,-139554,Cow,2022-04-04,True
2022,15,-126478,Cow,2022-04-11,True
2022,16,-133131,Cow,2022-04-18,True
2022,17,-125853,Cow,2022-04-25,True
2022,18,-134116,Cow,2022-05-02,True
2022,19,-131468,Cow,2022-05-09,True
2022,20,-135546,Cow,2022-05-16,True
2022,21,-131720,Cow,2022-05-23,True
2022,22,-117942,Cow,2022-05-30,True
2022,23,-131517,Cow,2022-06-06,True
2022,24,-131505,Cow,2022-06-13,True
2022,25,-129802,Cow,2022-06-20,True
2022,26,-129862,Cow,2022-06-27,True
2022,27,-115708,Cow,2022-07-04,True
2022,28,-136977,Cow,2022-07-11,True
2022,29,-139811,Cow,2022-07-18,True
2022,30,-136492,Cow,2022-07-25,True
2022,31,-130791,Cow,2022-08-01,True
2022,32,-129687,Cow,2022-08-08,True
2022,33,-132985,Cow,2022-08-15,True
2022,34,-132959,Cow,2022-08-22,True
2022,35,-131338,Cow,2022-08-29,True
2022,36,-119295,Cow,2022-09-05,True
2022,37,-136407,Cow,2022-09-12,True
2022,38,-136407,Cow,2022-09-19,True
2022,39,-134832,Cow,2022-09-26,True
2022,40,-139652,Cow,2022-10-03,True
2022,41,-141265,Cow,2022-10-10,True
2022,42,-145679,Cow,2022-10-17,True
2022,43,-143364,Cow,2022-10-24,True
2022,44,-142192,Cow,2022-10-31,True
2022,45,-141460,Cow,2022-11-07,True
2022,46,-142492,Cow,2022-11-14,True
2022,47,-114529,Cow,2022-11-21,True
2022,48,-141149,Cow,2022-11-28,True
2022,49,-140538,Cow,2022-12-05,True
2022,50,-140365,Cow,2022-12-12,True
2022,51,-126838,Cow,2022-12-19,True
2022,52,-116710,Cow,2022-12-26,True
2023,1,-66269,Cow,2023-01-02,True
2023,1,-63731,Cow,2023-01-02,True
2023,2,-69900,Cow,2023-01-09,True
2023,2,-78896,Cow,2023-01-09,True
2023,3,-70826,Cow,2023-01-16,True
2023,3,-76705,Cow,2023-01-16,True
2023,4,-72157,Cow,2023-01-23,True
2023,4,-68519,Cow,2023-01-23,True
2023,5,-67842,Cow,2023-01-30,True
2023,5,-65674,Cow,2023-01-30,True
2023,6,-64311,Cow,2023-02-06,True
2023,6,-67402,Cow,2023-02-06,True
2023,7,-67895,Cow,2023-02-13,True
2023,7,-68569,Cow,2023-02-13,True
2023,8,-64071,Cow,2023-02-20,True
2023,8,-65319,Cow,2023-02-20,True
2023,9,-63038,Cow,2023-02-27,True
2023,9,-66879,Cow,2023-02-27,True
2023,10,-61888,Cow,2023-03-06,True
2023,10,-67344,Cow,2023-03-06,True
2023,11,-65074,Cow,2023-03-13,True
2023,11,-60799,Cow,2023-03-13,True
2023,12,-65115,Cow,2023-03-20,True
2023,12,-66200,Cow,2023-03-20,True
2023,13,-66783,Cow,2023-03-27,True
2023,13,-62221,Cow,2023-03-27,True
2023,14,-61683,Cow,2023-04-03,True
2023,14,-58963,Cow,2023-04-03,True
2023,15,-63156,Cow,2023-04-10,True
2023,15,-60310,Cow,2023-04-10,True
2023,16,-69880,Cow,2023-04-17,True
2023,16,-60761,Cow,2023-04-17,True
2023,17,-67396,Cow,2023-04-24,True
2023,17,-58827,Cow,2023-04-24,True
2023,18,-69517,Cow,2023-05-01,True
2023,18,-57064,Cow,2023-05-01,True
2023,19,-55996,Cow,2023-05-08,True
2023,19,-68923,Cow,2023-05-08,True
2023,20,-54899,Cow,2023-05-15,True
2023,20,-68948,Cow,2023-05-15,True
2023,21,-69081,Cow,2023-05-22,True
2023,21,-56985,Cow,2023-05-22,True
2023,22,-51800,Cow,2023-05-29,True
2023,22,-55819,Cow,2023-05-29,True
2023,23,-67676,Cow,2023-06-05,True
2023,23,-57255,Cow,2023-06-05,True
2023,24,-68552,Cow,2023-06-12,True
2023,24,-57665,Cow,2023-06-12,True
2023,25,-69215,Cow,2023-06-19,True
2023,25,-56529,Cow,2023-06-19,True
2023,26,-59332,Cow,2023-06-26,True
2023,26,-71571,Cow,2023-06-26,True
2023,27,-52710,Cow,2023-07-03,True
2023,27,-50603,Cow,2023-07-03,True
2023,28,-64206,Cow,2023-07-10,True
2023,28,-59614,Cow,2023-07-10,True
2023,29,-61242,Cow,2023-07-17,True
2023,29,-65704,Cow,2023-07-17,True
2023,30,-60866,Cow,2023-07-24,True
2023,30,-60114,Cow,2023-07-24,True
2023,31,-58939,Cow,2023-07-31,True
2023,31,-60467,Cow,2023-07-31,True
2023,32,-58088,Cow,2023-08-07,True
2023,32,-61926,Cow,2023-08-07,True
2023,33,-59767,Cow,2023-08-14,True
2023,33,-63162,Cow,2023-08-14,True
2023,34,-63119,Cow,2023-08-21,True
2023,34,-59154,Cow,2023-08-21,True
2023,35,-57561,Cow,2023-08-28,True
2023,35,-63880,Cow,2023-08-28,True
2023,36,-54943,Cow,2023-09-04,True
2023,36,-54609,Cow,2023-09-04,True
2023,37,-67351,Cow,2023-09-11,True
2023,37,-56913,Cow,2023-09-11,True
2023,38,-58832,Cow,2023-09-18,True
2023,38,-68827,Cow,2023-09-18,True
2023,39,-56550,Cow,2023-09-25,True
2023,39,-70975,Cow,2023-09-25,True
2023,40,-57119,Cow,2023-10-02,True
2023,40,-73110,Cow,2023-10-02,True
2023,41,-72461,Cow,2023-10-09,True
2023,41,-55623,Cow,2023-10-09,True
2023,42,-54656,Cow,2023-10-16,True
2023,42,-75524,Cow,2023-10-16,True
2023,43,-55531,Cow,2023-10-23,True
2023,43,-77602,Cow,2023-10-23,True
2023,44,-79724,Cow,2023-10-30,True
2023,44,-55767,Cow,2023-10-30,True
2023,45,-53974,Cow,2023-11-06,True
2023,45,-81113,Cow,2023-11-06,True
2023,46,-83225,Cow,2023-11-13,True
2023,46,-55250,Cow,2023-11-13,True
2023,47,-67928,Cow,2023-11-20,True
2023,47,-41845,Cow,2023-11-20,True
2023,48,-76533,Cow,2023-11-27,True
2023,48,-55211,Cow,2023-11-27,True
2023,49,-74809,Cow,2023-12-04,True
2023,49,-57692,Cow,2023-12-04,True
2023,50,-72577,Cow,2023-12-11,True
2023,50,-56736,Cow,2023-12-11,True
2023,51,-55829,Cow,2023-12-18,True
2023,51,-68017,Cow,2023-12-18,True
2023,52,-42638,Cow,2023-12-25,True
2023,52,-60367,Cow,2023-12-25,True
2024,1,551000,Live Cattle,2024-01-01,False
2024,1,-54604,Cow,2024-01-01,True
2024,1,-48498,Cow,2024-01-01,True
2024,2,-55957,Cow,2024-01-08,True
2024,2,567000,Live Cattle,2024-01-08,False
2024,2,-68331,Cow,2024-01-08,True
2024,3,620000,Live Cattle,2024-01-15,False
2024,3,-51116,Cow,2024-01-15,True
2024,3,-57855,Cow,2024-01-15,True
2024,4,618000,Live Cattle,2024-01-22,False
2024,4,-60124,Cow,2024-01-22,True
2024,4,-58780,Cow,2024-01-22,True
2024,5,637000,Live Cattle,2024-01-29,False
2024,5,-62134,Cow,2024-01-29,True
2024,5,-60014,Cow,2024-01-29,True
2024,6,-65109,Cow,2024-02-05,True
2024,6,622000,Live Cattle,2024-02-05,False
2024,6,-61664,Cow,2024-02-05,True
2024,7,-65209,Cow,2024-02-12,True
2024,7,-59344,Cow,2024-02-12,True
2024,7,608000,Live Cattle,2024-02-12,False
2024,8,-61484,Cow,2024-02-19,True
2024,8,-60156,Cow,2024-02-19,True
2024,8,593000,Live Cattle,2024-02-19,False
2024,9,-58935,Cow,2024-02-26,True
2024,9,-59826,Cow,2024-02-26,True
2024,9,599000,Live Cattle,2024-02-26,False
2024,10,-54110,Cow,2024-03-04,True
2024,10,-59376,Cow,2024-03-04,True
2024,10,583000,Live Cattle,2024-03-04,False
2024,11,-53646,Cow,2024-03-11,True
2024,11,-57391,Cow,2024-03-11,True
2024,11,601000,Live Cattle,2024-03-11,False
2024,12,-53882,Cow,2024-03-18,True
2024,12,-57612,Cow,2024-03-18,True
2024,12,598000,Live Cattle,2024-03-18,False
2024,13,-56669,Cow,2024-03-25,True
2024,13,-48447,Cow,2024-03-25,True
2024,13,586000,Live Cattle,2024-03-25,False
2024,14,-57380,Cow,2024-04-01,True
2024,14,609000,Live Cattle,2024-04-01,False
2024,14,-52889,Cow,2024-04-01,True
2024,15,603000,Live Cattle,2024-04-08,False
2024,15,-53780,Cow,2024-04-08,True
2024,15,-55058,Cow,2024-04-08,True
2024,16,-55101,Cow,2024-04-15,True
2024,16,-55896,Cow,2024-04-15,True
2024,16,620000,Live Cattle,2024-04-15,False
2024,17,613000,Live Cattle,2024-04-22,False
2024,17,-53261,Cow,2024-04-22,True
2024,17,-55839,Cow,2024-04-22,True
2024,18,619000,Live Cattle,2024-04-29,False
2024,18,-55438,Cow,2024-04-29,True
2024,18,-48975,Cow,2024-04-29,True
2024,19,-54773,Cow,2024-05-06,True
2024,19,-47977,Cow,2024-05-06,True
2024,19,622000,Live Cattle,2024-05-06,False
2024,20,598000,Live Cattle,2024-05-13,False
2024,20,-54596,Cow,2024-05-13,True
2024,20,-47031,Cow,2024-05-13,True
2024,21,-47595,Cow,2024-05-20,True
2024,21,-53497,Cow,2024-05-20,True
2024,21,607000,Live Cattle,2024-05-20,False
2024,22,-42920,Cow,2024-05-27,True
2024,22,-47805,Cow,2024-05-27,True
2024,22,540000,Live Cattle,2024-05-27,False
2024,23,-46599,Cow,2024-06-03,True
2024,23,-55715,Cow,2024-06-03,True
2024,23,614000,Live Cattle,2024-06-03,False
2024,24,-47586,Cow,2024-06-10,True
2024,24,615000,Live Cattle,2024-06-10,False
2024,24,-56016,Cow,2024-06-10,True
2024,25,-44760,Cow,2024-06-17,True
2024,25,-54740,Cow,2024-06-17,True
2024,25,623000,Live Cattle,2024-06-17,False
2024,26,-54538,Cow,2024-06-24,True
2024,26,-46529,Cow,2024-06-24,True
2024,26,609000,Live Cattle,2024-06-24,False
2024,27,-40189,Cow,2024-07-01,True
2024,27,-43356,Cow,2024-07-01,True
2024,27,517000,Live Cattle,2024-07-01,False
2024,28,-50806,Cow,2024-07-08,True
2024,28,-52495,Cow,2024-07-08,True
2024,28,604000,Live Cattle,2024-07-08,False
2024,29,584000,Live Cattle,2024-07-15,False
2024,29,-52208,Cow,2024-07-15,True
2024,29,-56271,Cow,2024-07-15,True
2024,30,600000,Live Cattle,2024-07-22,False
2024,30,-51029,Cow,2024-07-22,True
2024,30,-51183,Cow,2024-07-22,True
2024,31,593000,Live Cattle,2024-07-29,False
2024,31,-51238,Cow,2024-07-29,True
2024,31,-48771,Cow,2024-07-29,True
2024,32,-47486,Cow,2024-08-05,True
2024,32,-50165,Cow,2024-08-05,True
2024,32,591000,Live Cattle,2024-08-05,False
2024,33,-47604,Cow,2024-08-12,True
2024,33,-54522,Cow,2024-08-12,True
2024,33,602000,Live Cattle,2024-08-12,False
2024,34,608000,Live Cattle,2024-08-19,False
2024,34,-51517,Cow,2024-08-19,True
2024,34,-50380,Cow,2024-08-19,True
2024,35,-53346,Cow,2024-08-26,True
2024,35,614000,Live Cattle,2024-08-26,False
2024,35,-54175,Cow,2024-08-26,True
2024,36,542000,Live Cattle,2024-09-02,False
2024,36,-47017,Cow,2024-09-02,True
2024,36,-47748,Cow,2024-09-02,True
2024,37,-55170,Cow,2024-09-09,True
2024,37,-51255,Cow,2024-09-09,True
2024,37,620000,Live Cattle,2024-09-09,False
2024,38,-56330,Cow,2024-09-16,True
2024,38,610000,Live Cattle,2024-09-16,False
2024,38,-51564,Cow,2024-09-16,True
2024,39,-52112,Cow,2024-09-23,True
2024,39,601000,Live Cattle,2024-09-23,False
2024,39,-54250,Cow,2024-09-23,True
2024,40,611000,Live Cattle,2024-09-30,False
2024,40,-54641,Cow,2024-09-30,True
2024,40,-51384,Cow,2024-09-30,True
2024,41,586000,Live Cattle,2024-10-07,False
2024,41,-53661,Cow,2024-10-07,True
2024,41,-51383,Cow,2024-10-07,True
2024,42,-56261,Cow,2024-10-14,True
2024,42,608000,Live Cattle,2024-10-14,False
2024,42,-52940,Cow,2024-10-14,True
2024,43,623000,Live Cattle,2024-10-21,False
2024,43,-50203,Cow,2024-10-21,True
2024,43,-57929,Cow,2024-10-21,True
2024,44,615000,Live Cattle,2024-10-28,False
2024,44,-48295,Cow,2024-10-28,True
2024,44,-62453,Cow,2024-10-28,True
2024,45,-51855,Cow,2024-11-04,True
2024,45,-59701,Cow,2024-11-04,True
2024,45,619000,Live Cattle,2024-11-04,False
2024,46,-52057,Cow,2024-11-11,True
2024,46,-59429,Cow,2024-11-11,True
2024,46,606000,Live Cattle,2024-11-11,False
2024,47,-51169,Cow,2024-11-18,True
2024,47,-58100,Cow,2024-11-18,True
2024,47,631000,Live Cattle,2024-11-18,False
2024,48,-46917,Cow,2024-11-25,True
2024,48,-43931,Cow,2024-11-25,True
2024,48,528000,Live Cattle,2024-11-25,False
2024,49,-56337,Cow,2024-12-02,True
2024,49,-53040,Cow,2024-12-02,True
2024,49,614000,Live Cattle,2024-12-02,False
2024,50,-52373,Cow,2024-12-09,True
2024,50,-55441,Cow,2024-12-09,True
2024,50,609000,Live Cattle,2024-12-09,False
2024,51,617000,Live Cattle,2024-12-16,False
2024,51,-54501,Cow,2024-12-16,True
2024,51,-51279,Cow,2024-12-16,True
2024,52,434000,Live Cattle,2024-12-23,False
2024,52,-39860,Cow,2024-12-23,True
2024,52,-37946,Cow,2024-12-23,True
2024,53,498000,Live Cattle,2024-12-30,False
2024,53,-42573,Cow,2024-12-30,True
2024,53,-44078,Cow,2024-12-30,True
2025,2,-48521,Cow,2025-01-06,True
2025,2,-55387,Cow,2025-01-06,True
2025,2,594000,Live Cattle,2025-01-06,False
2025,3,-49869,Cow,2025-01-13,True
2025,3,-57992,Cow,2025-01-13,True
2025,3,603000,Live Cattle,2025-01-13,False
2025,4,-49112,Cow,2025-01-20,True
2025,4,-51463,Cow,2025-01-20,True
2025,4,599000,Live Cattle,2025-01-20,False
2025,5,600000,Live Cattle,2025-01-27,False
2025,5,-50518,Cow,2025-01-27,True
2025,5,-57476,Cow,2025-01-27,True
2025,6,-48961,Cow,2025-02-03,True
2025,6,584000,Live Cattle,2025-02-03,False
2025,6,-55992,Cow,2025-02-03,True
2025,7,566000,Live Cattle,2025-02-10,False
2025,7,-48460,Cow,2025-02-10,True
2025,7,-53534,Cow,2025-02-10,True
2025,8,-43396,Cow,2025-02-17,True
2025,8,-51607,Cow,2025-02-17,True
2025,8,563000,Live Cattle,2025-02-17,False
2025,9,-56060,Cow,2025-02-24,True
2025,9,-45940,Cow,2025-02-24,True
2025,9,566000,Live Cattle,2025-02-24,False
2025,10,-48824,Cow,2025-03-03,True
2025,10,578000,Live Cattle,2025-03-03,False
2025,10,-55422,Cow,2025-03-03,True
2025,11,587000,Live Cattle,2025-03-10,False
2025,11,-51347,Cow,2025-03-10,True
2025,11,-52431,Cow,2025-03-10,True
2025,12,567000,Live Cattle,2025-03-17,False
2025,12,-52531,Cow,2025-03-17,True
2025,12,-46823,Cow,2025-03-17,True
2025,13,-47508,Cow,2025-03-24,True
2025,13,-49615,Cow,2025-03-24,True
2025,13,609000,Live Cattle,2025-03-24,False
2025,14,591000,Live Cattle,2025-03-31,False
2025,14,-49250,Cow,2025-03-31,True
2025,14,-46959,Cow,2025-03-31,True
2025,15,568000,Live Cattle,2025-04-07,False
2025,15,-47262,Cow,2025-04-07,True
2025,15,-45069,Cow,2025-04-07,True
2025,16,-46771,Cow,2025-04-14,True
2025,16,-45409,Cow,2025-04-14,True
2025,16,576000,Live Cattle,2025-04-14,False
2025,17,-48477,Cow,2025-04-21,True
2025,17,-47061,Cow,2025-04-21,True
2025,17,550000,Live Cattle,2025-04-21,False
2025,18,-45001,Cow,2025-04-28,True
2025,18,-44999,Cow,2025-04-28,True
2025,18,559000,Live Cattle,2025-04-28,False
2025,19,-46486,Cow,2025-05-05,True
2025,19,-45925,Cow,2025-05-05,True
2025,19,559000,Live Cattle,2025-05-05,False
2025,20,-44798,Cow,2025-05-12,True
2025,20,-47354,Cow,2025-05-12,True
2025,20,566000,Live Cattle,2025-05-12,False
2025,21,-51335,Cow,2025-05-19,True
2025,21,-45521,Cow,2025-05-19,True
2025,21,570000,Live Cattle,2025-05-19,False
2025,22,-42017,Cow,2025-05-26,True
2025,22,-42692,Cow,2025-05-26,True
2025,22,477000,Live Cattle,2025-05-26,False
2025,23,-45283,Cow,2025-06-02,True
2025,23,582000,Live Cattle,2025-06-02,False
2025,23,-50623,Cow,2025-06-02,True
2025,24,561000,Live Cattle,2025-06-09,False
2025,24,-45803,Cow,2025-06-09,True
2025,24,-45818,Cow,2025-06-09,True
2025,25,-45098,Cow,2025-06-16,True
2025,25,-43589,Cow,2025-06-16,True
2025,25,554000,Live Cattle,2025-06-16,False
2025,26,560000,Live Cattle,2025-06-23,False
2025,26,-45101,Cow,2025-06-23,True
2025,26,-42833,Cow,2025-06-23,True
2025,27,477000,Live Cattle,2025-06-30,False
2025,27,-40192,Cow,2025-06-30,True
2025,27,-34531,Cow,2025-06-30,True
2025,28,-42814,Cow,2025-07-07,True
2025,28,-49418,Cow,2025-07-07,True
2025,28,568000,Live Cattle,2025-07-07,False
2025,29,-41372,Cow,2025-07-14,True
2025,29,567000,Live Cattle,2025-07-14,False
2025,29,-51096,Cow,2025-07-14,True
2025,30,549000,Live Cattle,2025-07-21,False
2025,30,-43727,Cow,2025-07-21,True
2025,30,-51368,Cow,2025-07-21,True
2025,31,-51378,Cow,2025-07-28,True
2025,31,-38756,Cow,2025-07-28,True
2025,31,538000,Live Cattle,2025-07-28,False
2025,32,-38594,Cow,2025-08-04,True
2025,32,536000,Live Cattle,2025-08-04,False
2025,32,-51061,Cow,2025-08-04,True
2025,33,-51629,Cow,2025-08-11,True
2025,33,-39668,Cow,2025-08-11,True
2025,33,530000,Live Cattle,2025-08-11,False
2025,34,-51268,Cow,2025-08-18,True
2025,34,-38821,Cow,2025-08-18,True
2025,34,547000,Live Cattle,2025-08-18,False
2025,35,-52190,Cow,2025-08-25,True
2025,35,-40571,Cow,2025-08-25,True
2025,35,565000,Live Cattle,2025-08-25,False
2025,36,-36241,Cow,2025-09-01,True
2025,36,487000,Live Cattle,2025-09-01,False
2025,36,-47500,Cow,2025-09-01,True
2025,37,-42241,Cow,2025-09-08,True
2025,37,-53946,Cow,2025-09-08,True
2025,37,561000,Live Cattle,2025-09-08,False
2025,38,-44829,Cow,2025-09-15,True
2025,38,555000,Live Cattle,2025-09-15,False
2025,38,-54188,Cow,2025-09-15,True
2025,39,555000,Live Cattle,2025-09-22,False
2025,39,-53016,Cow,2025-09-22,True
2025,39,-43923,Cow,2025-09-22,True
2025,40,560000,Live Cattle,2025-09-29,False
2025,40,-46825,Cow,2025-09-29,True
2025,40,-52065,Cow,2025-09-29,True
2025,41,547000,Live Cattle,2025-10-06,False
2025,41,-51925,Cow,2025-10-06,True
2025,41,-46330,Cow,2025-10-06,True
2025,42,-48425,Cow,2025-10-13,True
2025,42,-53394,Cow,2025-10-13,True
2025,42,567000,Live Cattle,2025-10-13,False
2025,43,576000,Live Cattle,2025-10-20,False
2025,43,-52556,Cow,2025-10-20,True
2025,43,-47063,Cow,2025-10-20,True
2025,44,-47230,Cow,2025-10-27,True
2025,44,-52281,Cow,2025-10-27,True
2025,44,559000,Live Cattle,2025-10-27,False
2025,45,-52470,Cow,2025-11-03,True
2025,45,555000,Live Cattle,2025-11-03,False
2025,45,-48445,Cow,2025-11-03,True
2025,46,576000,Live Cattle,2025-11-10,False
2025,46,-51463,Cow,2025-11-10,True
2025,46,-52612,Cow,2025-11-10,True
2025,47,-49115,Cow,2025-11-17,True
2025,47,589000,Live Cattle,2025-11-17,False
2025,47,-54127,Cow,2025-11-17,True
2025,48,501000,Live Cattle,2025-11-24,False
2025,49,600000,Live Cattle,2025-12-01,False
2025,50,238000,Live Cattle,2025-12-08,False
